X_h	M_min	N_ion	R_mfp
0.771	550.53	143.16	3.43
0.169	384.21	190.53	21.87
0.874	217.89	162.11	1.12
0.913	301.05	95.79	1.12
0.642	550.53	114.74	8.04
0.447	93.16	76.84	3.43
0.935	675.26	20.0	26.48
0.008	10.0	29.47	33.4
0.24	467.37	171.58	28.79
0.001	93.16	152.63	24.18
0.868	800.0	48.42	35.71
0.092	51.58	152.63	5.73
0.526	758.42	200.0	12.65
0.0	10.0	86.32	26.48
0.887	758.42	38.95	38.01
0.795	675.26	76.84	5.73
0.894	384.21	20.0	14.96
0.68	508.95	76.84	17.26
0.679	384.21	76.84	5.73
0.426	301.05	95.79	14.96
0.437	508.95	133.68	26.48
0.232	550.53	190.53	38.01
0.607	633.68	114.74	26.48
0.945	800.0	20.0	28.79
0.814	675.26	57.89	38.01
0.856	259.47	20.0	38.01
0.392	134.74	57.89	12.65
0.833	342.63	29.47	5.73
0.007	301.05	200.0	40.32
0.739	467.37	57.89	38.01
0.0	51.58	200.0	33.4
0.837	508.95	38.95	12.65
0.642	592.11	171.58	5.73
0.651	675.26	143.16	8.04
0.932	384.21	143.16	1.12
0.338	508.95	200.0	14.96
0.484	633.68	162.11	17.26
0.847	176.32	143.16	1.12
0.508	592.11	133.68	28.79
0.692	384.21	57.89	35.71
0.31	342.63	143.16	14.96
0.711	800.0	133.68	8.04
0.725	592.11	76.84	12.65
0.0	51.58	114.74	33.4
0.802	633.68	57.89	19.57
0.253	467.37	162.11	33.4
0.263	10.0	20.0	17.26
0.321	633.68	200.0	28.79
0.474	800.0	190.53	38.01
0.253	10.0	20.0	19.57
0.0	93.16	133.68	33.4
0.843	176.32	200.0	1.12
0.966	633.68	48.42	1.12
0.47	675.26	162.11	35.71
0.886	217.89	57.89	1.12
0.823	633.68	57.89	5.73
0.939	716.84	20.0	5.73
0.187	342.63	162.11	21.87
0.0	51.58	152.63	35.71
0.644	800.0	190.53	8.04
0.963	633.68	200.0	1.12
0.919	800.0	29.47	12.65
0.005	259.47	181.05	40.32
0.839	758.42	143.16	3.43
0.367	633.68	190.53	24.18
0.335	384.21	124.21	26.48
0.394	633.68	181.05	24.18
0.01	217.89	162.11	33.4
0.001	51.58	86.32	26.48
0.435	93.16	38.95	35.71
0.552	134.74	38.95	31.1
0.504	633.68	143.16	35.71
0.866	633.68	38.95	38.01
0.467	633.68	152.63	40.32
0.454	425.79	114.74	19.57
0.319	93.16	48.42	19.57
0.942	758.42	20.0	10.34
0.197	384.21	143.16	40.32
0.121	259.47	200.0	14.96
0.466	384.21	152.63	8.04
0.473	467.37	114.74	40.32
0.934	384.21	95.79	1.12
0.876	508.95	29.47	12.65
0.211	467.37	181.05	28.79
0.473	508.95	124.21	31.1
0.782	467.37	48.42	12.65
0.431	425.79	114.74	26.48
0.421	425.79	143.16	12.65
0.067	301.05	190.53	24.18
0.069	342.63	171.58	35.71
0.517	508.95	114.74	26.48
0.028	217.89	162.11	26.48
0.428	508.95	133.68	33.4
0.766	800.0	86.32	33.4
0.219	93.16	57.89	19.57
0.619	301.05	152.63	3.43
0.714	51.58	38.95	1.12
0.647	675.26	124.21	10.34
0.894	259.47	171.58	1.12
0.607	675.26	133.68	12.65
0.271	176.32	95.79	12.65
0.131	176.32	95.79	26.48
0.539	633.68	133.68	35.71
0.032	93.16	133.68	14.96
0.062	259.47	152.63	28.79
0.0	134.74	181.05	35.71
0.0	10.0	67.37	19.57
0.807	800.0	76.84	8.04
0.0	176.32	152.63	40.32
0.576	259.47	57.89	40.32
0.048	217.89	124.21	35.71
0.004	134.74	105.26	40.32
0.855	425.79	29.47	24.18
0.266	342.63	124.21	28.79
0.717	425.79	57.89	21.87
0.049	93.16	76.84	26.48
0.598	592.11	114.74	14.96
0.755	800.0	133.68	5.73
0.0	10.0	200.0	33.4
0.56	301.05	67.37	26.48
0.475	592.11	143.16	26.48
0.432	592.11	152.63	33.4
0.942	758.42	20.0	31.1
0.545	342.63	76.84	35.71
0.809	425.79	38.95	35.71
0.324	342.63	124.21	19.57
0.0	93.16	171.58	38.01
0.011	176.32	143.16	31.1
0.711	716.84	95.79	17.26
0.219	301.05	133.68	21.87
0.551	259.47	200.0	3.43
0.327	342.63	171.58	10.34
0.859	592.11	38.95	8.04
0.0	10.0	86.32	17.26
0.587	550.53	105.26	40.32
0.027	259.47	181.05	28.79
0.195	217.89	171.58	10.34
0.916	758.42	29.47	5.73
0.0	51.58	76.84	40.32
0.046	301.05	171.58	33.4
0.341	467.37	143.16	31.1
0.931	633.68	20.0	12.65
0.073	259.47	162.11	24.18
0.766	800.0	86.32	24.18
0.135	259.47	114.74	38.01
0.728	758.42	95.79	17.26
0.0	10.0	67.37	28.79
0.533	176.32	48.42	21.87
0.0	10.0	114.74	35.71
0.0	10.0	133.68	19.57
0.599	217.89	48.42	19.57
0.787	259.47	29.47	33.4
0.767	716.84	76.84	19.57
0.849	800.0	143.16	3.43
0.166	425.79	181.05	28.79
0.817	800.0	67.37	17.26
0.683	758.42	143.16	8.04
0.942	758.42	20.0	21.87
0.532	467.37	124.21	10.34
0.297	259.47	114.74	14.96
0.542	550.53	143.16	10.34
0.717	425.79	57.89	17.26
0.344	425.79	162.11	14.96
0.679	217.89	38.95	21.87
0.532	176.32	48.42	24.18
0.816	301.05	29.47	5.73
0.669	51.58	20.0	3.43
0.839	508.95	38.95	8.04
0.643	550.53	95.79	12.65
0.646	800.0	152.63	10.34
0.0	10.0	200.0	14.96
0.021	10.0	29.47	26.48
0.054	259.47	133.68	40.32
0.687	301.05	48.42	17.26
0.645	384.21	67.37	14.96
0.172	176.32	152.63	10.34
0.388	134.74	86.32	5.73
0.005	10.0	38.95	21.87
0.023	176.32	114.74	38.01
0.479	592.11	143.16	24.18
0.748	301.05	38.95	35.71
0.832	758.42	67.37	5.73
0.0	51.58	181.05	28.79
0.773	716.84	76.84	10.34
0.868	800.0	48.42	28.79
0.608	467.37	143.16	5.73
0.927	592.11	20.0	5.73
0.648	259.47	48.42	38.01
0.0	93.16	133.68	38.01
0.003	93.16	114.74	26.48
0.814	675.26	57.89	33.4
0.0	51.58	133.68	38.01
0.617	675.26	124.21	14.96
0.776	134.74	20.0	10.34
0.719	425.79	57.89	12.65
0.828	592.11	76.84	3.43
0.38	384.21	133.68	14.96
0.06	51.58	48.42	33.4
0.873	800.0	76.84	3.43
0.261	508.95	200.0	21.87
0.501	716.84	162.11	40.32
0.017	176.32	133.68	31.1
0.77	592.11	76.84	5.73
0.904	675.26	29.47	19.57
0.303	425.79	152.63	21.87
0.0	93.16	105.26	35.71
0.404	342.63	133.68	10.34
0.65	592.11	95.79	31.1
0.902	425.79	20.0	35.71
0.0	10.0	57.89	40.32
0.37	592.11	171.58	28.79
0.473	592.11	143.16	28.79
0.939	425.79	171.58	1.12
0.471	301.05	86.32	14.96
0.032	51.58	124.21	10.34
0.021	301.05	181.05	38.01
0.0	10.0	76.84	17.26
0.364	259.47	143.16	8.04
0.307	550.53	171.58	35.71
0.123	217.89	114.74	26.48
0.796	716.84	67.37	17.26
0.509	176.32	124.21	3.43
0.852	716.84	48.42	26.48
0.812	633.68	114.74	3.43
0.468	259.47	76.84	14.96
0.753	675.26	76.84	31.1
0.324	301.05	133.68	12.65
0.866	467.37	29.47	14.96
0.476	176.32	67.37	8.04
0.88	176.32	29.47	1.12
0.323	176.32	152.63	5.73
0.942	758.42	20.0	14.96
0.033	217.89	124.21	40.32
0.83	633.68	86.32	3.43
0.661	342.63	57.89	21.87
0.714	384.21	57.89	8.04
0.931	633.68	20.0	19.57
0.623	51.58	20.0	21.87
0.7	758.42	114.74	10.34
0.007	10.0	162.11	5.73
0.376	384.21	114.74	28.79
0.476	800.0	190.53	33.4
0.002	10.0	38.95	24.18
0.18	217.89	95.79	33.4
0.766	800.0	86.32	19.57
0.101	217.89	162.11	17.26
0.681	716.84	105.26	35.71
0.178	217.89	105.26	24.18
0.436	134.74	48.42	24.18
0.615	384.21	86.32	8.04
0.837	217.89	20.0	8.04
0.953	508.95	86.32	1.12
0.0	10.0	114.74	14.96
0.767	716.84	76.84	21.87
0.663	550.53	86.32	28.79
0.487	675.26	181.05	14.96
0.288	301.05	105.26	33.4
0.55	425.79	95.79	14.96
0.0	51.58	152.63	19.57
0.912	301.05	114.74	1.12
0.843	800.0	57.89	40.32
0.876	508.95	29.47	31.1
0.139	10.0	29.47	10.34
0.696	384.21	57.89	12.65
0.631	675.26	114.74	26.48
0.552	716.84	190.53	10.34
0.332	342.63	114.74	24.18
0.811	675.26	162.11	3.43
0.379	217.89	152.63	5.73
0.722	342.63	48.42	10.34
0.0	93.16	200.0	35.71
0.429	550.53	143.16	33.4
0.856	259.47	20.0	28.79
0.315	176.32	67.37	40.32
0.507	592.11	133.68	31.1
0.468	550.53	133.68	38.01
0.071	10.0	29.47	17.26
0.511	758.42	171.58	24.18
0.022	259.47	200.0	26.48
0.703	342.63	95.79	3.43
0.495	592.11	143.16	19.57
0.533	716.84	152.63	40.32
0.843	800.0	57.89	33.4
0.637	800.0	133.68	28.79
0.468	592.11	143.16	38.01
0.241	301.05	152.63	14.96
0.635	217.89	76.84	3.43
0.534	675.26	152.63	17.26
0.42	342.63	95.79	40.32
0.654	467.37	76.84	19.57
0.585	800.0	152.63	35.71
0.823	592.11	48.42	40.32
0.219	134.74	76.84	17.26
0.872	301.05	20.0	14.96
0.256	425.79	152.63	28.79
0.576	259.47	57.89	28.79
0.696	800.0	124.21	10.34
0.774	550.53	57.89	26.48
0.307	134.74	57.89	31.1
0.58	259.47	67.37	8.04
0.393	342.63	105.26	21.87
0.876	508.95	29.47	14.96
0.0	10.0	95.79	17.26
0.085	134.74	105.26	19.57
0.845	176.32	171.58	1.12
0.835	716.84	114.74	3.43
0.539	633.68	133.68	38.01
0.855	425.79	29.47	38.01
0.183	217.89	181.05	10.34
0.357	633.68	190.53	26.48
0.935	675.26	20.0	21.87
0.935	675.26	20.0	38.01
0.012	51.58	86.32	19.57
0.449	550.53	152.63	17.26
0.605	716.84	133.68	17.26
0.837	217.89	20.0	26.48
0.205	384.21	162.11	24.18
0.648	259.47	48.42	31.1
0.59	508.95	181.05	5.73
0.017	93.16	162.11	14.96
0.721	176.32	29.47	21.87
0.0	10.0	200.0	31.1
0.71	716.84	152.63	5.73
0.802	633.68	57.89	21.87
0.0	10.0	162.11	21.87
0.584	93.16	29.47	26.48
0.216	176.32	171.58	8.04
0.001	93.16	133.68	26.48
0.282	217.89	162.11	8.04
0.265	301.05	143.16	14.96
0.969	716.84	133.68	1.12
0.672	758.42	114.74	31.1
0.628	342.63	67.37	10.34
0.353	342.63	105.26	40.32
0.053	93.16	133.68	12.65
0.004	93.16	162.11	19.57
0.678	508.95	76.84	28.79
0.011	259.47	181.05	35.71
0.041	176.32	105.26	38.01
0.374	508.95	181.05	14.96
0.486	217.89	95.79	5.73
0.627	176.32	38.95	24.18
0.552	134.74	38.95	38.01
0.945	800.0	20.0	17.26
0.881	217.89	76.84	1.12
0.187	134.74	67.37	33.4
0.893	800.0	38.95	40.32
0.558	550.53	114.74	19.57
0.884	550.53	29.47	21.87
0.913	800.0	38.95	3.43
0.146	301.05	171.58	19.57
0.287	342.63	114.74	40.32
0.851	592.11	57.89	3.43
0.0	51.58	76.84	31.1
0.609	467.37	86.32	31.1
0.51	301.05	86.32	10.34
0.597	384.21	114.74	5.73
0.0	10.0	124.21	19.57
0.152	342.63	152.63	28.79
0.337	342.63	133.68	14.96
0.967	675.26	143.16	1.12
0.841	758.42	133.68	3.43
0.78	758.42	76.84	40.32
0.931	633.68	20.0	8.04
0.807	758.42	67.37	40.32
0.279	259.47	95.79	31.1
0.807	134.74	133.68	1.12
0.057	134.74	95.79	26.48
0.086	176.32	162.11	14.96
0.92	800.0	29.47	5.73
0.942	425.79	76.84	1.12
0.2	10.0	20.0	40.32
0.599	592.11	152.63	8.04
0.42	758.42	200.0	31.1
0.454	550.53	143.16	21.87
0.617	758.42	133.68	33.4
0.829	508.95	57.89	3.43
0.486	342.63	86.32	28.79
0.551	176.32	95.79	3.43
0.884	550.53	29.47	24.18
0.022	51.58	95.79	14.96
0.094	134.74	95.79	21.87
0.07	134.74	95.79	24.18
0.509	550.53	124.21	40.32
0.514	508.95	114.74	33.4
0.857	592.11	38.95	31.1
0.774	675.26	76.84	8.04
0.215	134.74	190.53	5.73
0.965	550.53	20.0	1.12
0.0	51.58	133.68	21.87
0.593	716.84	133.68	31.1
0.364	342.63	200.0	8.04
0.724	93.16	20.0	26.48
0.394	467.37	133.68	26.48
0.868	800.0	48.42	17.26
0.394	259.47	105.26	10.34
0.052	93.16	86.32	21.87
0.787	259.47	29.47	12.65
0.156	384.21	152.63	40.32
0.092	384.21	171.58	40.32
0.056	384.21	200.0	35.71
0.137	342.63	200.0	19.57
0.584	93.16	29.47	38.01
0.634	467.37	124.21	5.73
0.213	93.16	76.84	10.34
0.558	800.0	162.11	40.32
0.765	550.53	162.11	3.43
0.0	93.16	181.05	33.4
0.0	93.16	190.53	31.1
0.956	550.53	143.16	1.12
0.0	51.58	171.58	21.87
0.0	176.32	200.0	38.01
0.0	10.0	95.79	26.48
0.872	301.05	20.0	12.65
0.755	592.11	67.37	21.87
0.0	93.16	171.58	33.4
0.139	217.89	114.74	24.18
0.423	342.63	95.79	33.4
0.948	467.37	95.79	1.12
0.753	758.42	86.32	31.1
0.607	217.89	48.42	12.65
0.946	467.37	143.16	1.12
0.974	800.0	95.79	1.12
0.08	176.32	105.26	28.79
0.146	176.32	143.16	12.65
0.001	10.0	105.26	10.34
0.807	758.42	67.37	24.18
0.696	467.37	67.37	21.87
0.72	592.11	76.84	38.01
0.259	259.47	162.11	10.34
0.52	592.11	143.16	14.96
0.815	508.95	67.37	3.43
0.724	93.16	20.0	12.65
0.04	342.63	190.53	35.71
0.753	758.42	86.32	33.4
0.481	592.11	171.58	12.65
0.09	217.89	143.16	21.87
0.739	716.84	86.32	21.87
0.313	93.16	162.11	3.43
0.506	592.11	143.16	17.26
0.355	508.95	152.63	28.79
0.404	633.68	171.58	31.1
0.692	384.21	57.89	17.26
0.545	342.63	76.84	38.01
0.436	425.79	114.74	24.18
0.501	217.89	200.0	3.43
0.419	425.79	114.74	40.32
0.329	467.37	152.63	24.18
0.898	550.53	29.47	3.43
0.019	301.05	200.0	33.4
0.015	176.32	190.53	21.87
0.855	550.53	38.95	5.73
0.127	342.63	152.63	33.4
0.656	259.47	86.32	3.43
0.933	384.21	124.21	1.12
0.494	467.37	114.74	19.57
0.476	550.53	143.16	17.26
0.887	758.42	38.95	19.57
0.663	508.95	86.32	10.34
0.486	342.63	86.32	31.1
0.41	716.84	190.53	33.4
0.006	176.32	133.68	38.01
0.639	633.68	105.26	28.79
0.409	592.11	162.11	26.48
0.376	301.05	162.11	8.04
0.257	508.95	190.53	24.18
0.285	592.11	190.53	35.71
0.124	93.16	143.16	8.04
0.893	800.0	38.95	24.18
0.406	675.26	181.05	33.4
0.361	259.47	105.26	12.65
0.868	800.0	48.42	19.57
0.796	716.84	67.37	33.4
0.0	10.0	181.05	24.18
0.247	134.74	67.37	21.87
0.748	301.05	38.95	21.87
0.675	800.0	162.11	8.04
0.758	217.89	29.47	14.96
0.292	134.74	57.89	40.32
0.942	758.42	20.0	38.01
0.506	342.63	86.32	17.26
0.873	301.05	20.0	5.73
0.852	716.84	48.42	31.1
0.816	134.74	86.32	1.12
0.898	633.68	29.47	21.87
0.64	467.37	86.32	10.34
0.904	675.26	29.47	14.96
0.545	675.26	143.16	21.87
0.569	633.68	133.68	14.96
0.796	716.84	67.37	31.1
0.489	550.53	171.58	10.34
0.0	10.0	48.42	40.32
0.0	10.0	133.68	14.96
0.425	342.63	95.79	31.1
0.739	467.37	57.89	40.32
0.0	93.16	200.0	38.01
0.87	800.0	48.42	8.04
0.315	93.16	57.89	10.34
0.821	716.84	181.05	3.43
0.692	384.21	57.89	26.48
0.15	134.74	86.32	19.57
0.852	716.84	48.42	33.4
0.119	425.79	181.05	38.01
0.334	217.89	190.53	5.73
0.525	425.79	95.79	40.32
0.436	301.05	181.05	5.73
0.4	342.63	171.58	8.04
0.438	508.95	152.63	14.96
0.594	758.42	143.16	21.87
0.544	550.53	124.21	14.96
0.62	508.95	95.79	12.65
0.828	342.63	29.47	12.65
0.184	217.89	133.68	14.96
0.024	93.16	181.05	12.65
0.55	176.32	48.42	12.65
0.616	259.47	114.74	3.43
0.654	716.84	152.63	8.04
0.743	259.47	48.42	3.43
0.538	633.68	171.58	10.34
0.17	93.16	162.11	5.73
0.0	10.0	152.63	17.26
0.692	425.79	190.53	3.43
0.187	467.37	181.05	33.4
0.972	758.42	133.68	1.12
0.611	800.0	143.16	28.79
0.67	425.79	76.84	8.04
0.686	301.05	48.42	38.01
0.812	176.32	20.0	10.34
0.515	217.89	57.89	40.32
0.645	800.0	133.68	17.26
0.785	800.0	105.26	5.73
0.768	301.05	48.42	3.43
0.0	10.0	38.95	38.01
0.857	675.26	67.37	3.43
0.563	716.84	143.16	38.01
0.797	384.21	38.95	8.04
0.6	800.0	152.63	17.26
0.186	259.47	133.68	19.57
0.0	51.58	152.63	24.18
0.517	758.42	181.05	17.26
0.007	259.47	190.53	35.71
0.595	301.05	86.32	5.73
0.0	10.0	105.26	33.4
0.006	93.16	133.68	21.87
0.407	176.32	105.26	5.73
0.222	342.63	133.68	28.79
0.784	675.26	67.37	17.26
0.793	384.21	38.95	28.79
0.134	217.89	143.16	17.26
0.723	592.11	86.32	8.04
0.436	384.21	124.21	12.65
0.753	675.26	76.84	38.01
0.473	633.68	152.63	28.79
0.002	176.32	171.58	31.1
0.823	592.11	48.42	12.65
0.686	301.05	48.42	21.87
0.061	301.05	152.63	38.01
0.549	550.53	114.74	33.4
0.279	301.05	152.63	12.65
0.97	716.84	95.79	1.12
0.139	467.37	190.53	38.01
0.884	342.63	20.0	35.71
0.0	134.74	200.0	28.79
0.795	259.47	29.47	5.73
0.622	425.79	76.84	38.01
0.666	134.74	29.47	40.32
0.0	51.58	171.58	19.57
0.102	10.0	38.95	8.04
0.054	134.74	133.68	17.26
0.892	592.11	29.47	17.26
0.53	342.63	86.32	12.65
0.552	425.79	105.26	10.34
0.737	550.53	67.37	19.57
0.32	633.68	190.53	40.32
0.445	716.84	190.53	21.87
0.644	758.42	124.21	35.71
0.0	10.0	105.26	19.57
0.0	10.0	124.21	17.26
0.475	716.84	200.0	14.96
0.017	134.74	162.11	19.57
0.464	342.63	133.68	8.04
0.0	51.58	181.05	33.4
0.868	800.0	48.42	31.1
0.79	633.68	200.0	3.43
0.561	176.32	48.42	10.34
0.53	10.0	29.47	1.12
0.668	134.74	29.47	12.65
0.753	800.0	95.79	10.34
0.977	758.42	20.0	1.12
0.822	716.84	171.58	3.43
0.001	217.89	181.05	38.01
0.54	384.21	86.32	21.87
0.614	384.21	105.26	5.73
0.935	675.26	20.0	33.4
0.834	301.05	29.47	3.43
0.597	508.95	95.79	33.4
0.718	259.47	38.95	21.87
0.196	467.37	200.0	24.18
0.664	550.53	86.32	19.57
0.581	301.05	76.84	8.04
0.598	217.89	48.42	40.32
0.947	467.37	133.68	1.12
0.786	758.42	76.84	10.34
0.87	467.37	29.47	5.73
0.563	384.21	105.26	8.04
0.857	592.11	38.95	35.71
0.028	259.47	171.58	31.1
0.891	508.95	29.47	3.43
0.564	508.95	105.26	19.57
0.18	134.74	114.74	10.34
0.38	633.68	200.0	19.57
0.076	51.58	67.37	14.96
0.753	675.26	76.84	35.71
0.431	301.05	86.32	26.48
0.367	425.79	152.63	14.96
0.578	633.68	124.21	21.87
0.395	550.53	162.11	21.87
0.17	93.16	67.37	17.26
0.802	425.79	57.89	3.43
0.598	508.95	95.79	24.18
0.158	384.21	181.05	24.18
0.198	467.37	181.05	31.1
0.148	10.0	38.95	5.73
0.183	51.58	181.05	3.43
0.434	592.11	181.05	14.96
0.267	384.21	181.05	14.96
0.964	633.68	105.26	1.12
0.135	176.32	181.05	10.34
0.67	425.79	67.37	28.79
0.792	800.0	76.84	19.57
0.935	675.26	20.0	14.96
0.0	93.16	143.16	35.71
0.681	716.84	105.26	21.87
0.583	342.63	86.32	8.04
0.008	176.32	124.21	40.32
0.836	758.42	162.11	3.43
0.163	384.21	171.58	26.48
0.129	134.74	76.84	28.79
0.721	176.32	29.47	35.71
0.448	301.05	95.79	12.65
0.452	675.26	181.05	19.57
0.336	134.74	57.89	21.87
0.591	550.53	143.16	8.04
0.001	10.0	76.84	14.96
0.767	800.0	86.32	14.96
0.457	176.32	86.32	5.73
0.939	425.79	190.53	1.12
0.718	508.95	67.37	35.71
0.001	51.58	124.21	21.87
0.699	758.42	105.26	33.4
0.264	342.63	162.11	14.96
0.132	259.47	190.53	14.96
0.807	758.42	67.37	31.1
0.768	550.53	152.63	3.43
0.165	301.05	162.11	19.57
0.754	758.42	86.32	17.26
0.811	550.53	48.42	21.87
0.693	384.21	57.89	14.96
0.222	10.0	20.0	28.79
0.025	93.16	124.21	17.26
0.665	800.0	124.21	21.87
0.598	425.79	86.32	12.65
0.628	592.11	105.26	14.96
0.935	675.26	20.0	19.57
0.91	467.37	20.0	12.65
0.4	384.21	200.0	8.04
0.834	758.42	57.89	38.01
0.767	467.37	95.79	3.43
0.743	301.05	57.89	3.43
0.475	467.37	114.74	31.1
0.0	93.16	162.11	33.4
0.006	93.16	152.63	19.57
0.881	716.84	38.95	33.4
0.446	550.53	200.0	10.34
0.843	800.0	57.89	31.1
0.622	425.79	76.84	33.4
0.027	176.32	124.21	31.1
0.524	633.68	162.11	12.65
0.755	592.11	67.37	35.71
0.26	508.95	171.58	35.71
0.669	176.32	38.95	5.73
0.163	467.37	200.0	28.79
0.951	508.95	181.05	1.12
0.0	134.74	190.53	31.1
0.04	217.89	181.05	21.87
0.956	550.53	152.63	1.12
0.582	675.26	200.0	8.04
0.213	176.32	95.79	17.26
0.437	716.84	181.05	38.01
0.104	342.63	171.58	28.79
0.494	176.32	57.89	10.34
0.541	217.89	76.84	5.73
0.02	93.16	76.84	35.71
0.881	716.84	38.95	28.79
0.753	758.42	86.32	19.57
0.006	134.74	152.63	24.18
0.533	716.84	152.63	33.4
0.814	675.26	57.89	40.32
0.696	467.37	67.37	28.79
0.209	550.53	200.0	35.71
0.431	758.42	200.0	26.48
0.047	134.74	114.74	21.87
0.0	10.0	114.74	40.32
0.0	10.0	67.37	38.01
0.608	633.68	124.21	12.65
0.582	633.68	181.05	8.04
0.837	217.89	20.0	24.18
0.608	425.79	124.21	5.73
0.866	633.68	38.95	24.18
0.628	176.32	38.95	21.87
0.005	51.58	114.74	17.26
0.082	259.47	133.68	33.4
0.279	176.32	190.53	5.73
0.0	10.0	105.26	12.65
0.346	550.53	162.11	35.71
0.866	633.68	38.95	28.79
0.915	758.42	29.47	28.79
0.843	384.21	29.47	40.32
0.633	217.89	48.42	8.04
0.489	675.26	171.58	17.26
0.884	342.63	20.0	26.48
0.0	10.0	152.63	12.65
0.537	758.42	171.58	17.26
0.611	342.63	67.37	14.96
0.671	675.26	181.05	5.73
0.003	259.47	200.0	38.01
0.311	93.16	67.37	8.04
0.832	716.84	124.21	3.43
0.0	10.0	152.63	33.4
0.519	301.05	95.79	8.04
0.018	51.58	152.63	10.34
0.564	716.84	143.16	28.79
0.165	259.47	133.68	21.87
0.672	633.68	95.79	40.32
0.0	51.58	76.84	35.71
0.844	675.26	48.42	31.1
0.641	467.37	95.79	8.04
0.874	675.26	38.95	19.57
0.81	675.26	171.58	3.43
0.0	10.0	105.26	38.01
0.369	425.79	143.16	17.26
0.552	134.74	38.95	35.71
0.422	301.05	86.32	40.32
0.049	134.74	190.53	12.65
0.44	217.89	67.37	21.87
0.473	550.53	133.68	28.79
0.052	176.32	200.0	14.96
0.472	675.26	162.11	31.1
0.2	342.63	133.68	33.4
0.0	51.58	105.26	24.18
0.447	301.05	171.58	5.73
0.414	716.84	190.53	31.1
0.363	467.37	152.63	19.57
0.823	592.11	48.42	28.79
0.469	550.53	133.68	35.71
0.0	93.16	181.05	40.32
0.322	301.05	152.63	10.34
0.594	425.79	133.68	5.73
0.002	217.89	181.05	35.71
0.066	176.32	143.16	19.57
0.042	10.0	38.95	12.65
0.378	342.63	114.74	17.26
0.186	217.89	114.74	19.57
0.893	800.0	38.95	28.79
0.304	301.05	162.11	10.34
0.0	10.0	190.53	26.48
0.974	758.42	48.42	1.12
0.652	716.84	114.74	28.79
0.515	217.89	57.89	33.4
0.731	592.11	76.84	10.34
0.757	550.53	67.37	8.04
0.812	592.11	57.89	5.73
0.473	467.37	114.74	38.01
0.002	51.58	124.21	19.57
0.825	716.84	152.63	3.43
0.016	217.89	181.05	26.48
0.126	342.63	162.11	28.79
0.56	301.05	67.37	28.79
0.723	675.26	86.32	28.79
0.513	675.26	181.05	12.65
0.0	10.0	152.63	19.57
0.309	550.53	181.05	26.48
0.884	342.63	20.0	12.65
0.242	508.95	190.53	26.48
0.509	467.37	133.68	10.34
0.0	10.0	162.11	14.96
0.718	259.47	38.95	17.26
0.423	301.05	86.32	38.01
0.741	800.0	95.79	38.01
0.507	800.0	181.05	28.79
0.0	10.0	95.79	14.96
0.363	675.26	190.53	40.32
0.29	259.47	105.26	19.57
0.584	93.16	29.47	33.4
0.456	716.84	181.05	24.18
0.92	508.95	20.0	3.43
0.597	259.47	133.68	3.43
0.496	633.68	200.0	10.34
0.04	93.16	76.84	28.79
0.935	675.26	20.0	28.79
0.894	259.47	181.05	1.12
0.346	217.89	76.84	28.79
0.603	550.53	105.26	14.96
0.693	217.89	38.95	8.04
0.0	10.0	124.21	12.65
0.493	550.53	152.63	12.65
0.03	176.32	162.11	21.87
0.368	342.63	133.68	12.65
0.319	301.05	124.21	14.96
0.975	800.0	48.42	1.12
0.217	259.47	190.53	10.34
0.371	467.37	133.68	40.32
0.339	550.53	162.11	40.32
0.449	301.05	86.32	19.57
0.503	716.84	162.11	31.1
0.91	716.84	29.47	8.04
0.427	217.89	67.37	33.4
0.772	633.68	67.37	12.65
0.817	800.0	67.37	26.48
0.688	301.05	86.32	3.43
0.763	508.95	124.21	3.43
0.954	508.95	67.37	1.12
0.446	342.63	143.16	8.04
0.78	758.42	76.84	28.79
0.362	301.05	171.58	8.04
0.53	425.79	133.68	8.04
0.147	176.32	114.74	17.26
0.527	467.37	105.26	21.87
0.378	425.79	162.11	12.65
0.0	93.16	171.58	35.71
0.047	10.0	143.16	3.43
0.546	342.63	76.84	26.48
0.226	301.05	181.05	12.65
0.678	508.95	76.84	35.71
0.844	716.84	95.79	3.43
0.178	467.37	200.0	26.48
0.588	384.21	76.84	40.32
0.837	217.89	20.0	10.34
0.612	176.32	48.42	5.73
0.823	592.11	48.42	31.1
0.306	10.0	181.05	1.12
0.505	633.68	143.16	33.4
0.723	425.79	124.21	3.43
0.777	758.42	86.32	8.04
0.43	342.63	152.63	8.04
0.209	51.58	38.95	28.79
0.622	716.84	124.21	35.71
0.946	467.37	162.11	1.12
0.018	259.47	162.11	38.01
0.329	467.37	143.16	35.71
0.489	633.68	181.05	12.65
0.521	800.0	181.05	21.87
0.663	800.0	124.21	31.1
0.362	342.63	114.74	19.57
0.236	425.79	162.11	26.48
0.771	800.0	95.79	8.04
0.191	342.63	133.68	35.71
0.792	800.0	76.84	35.71
0.724	800.0	105.26	12.65
0.334	425.79	143.16	21.87
0.81	301.05	29.47	12.65
0.158	342.63	162.11	24.18
0.818	800.0	67.37	12.65
0.823	592.11	48.42	14.96
0.86	633.68	57.89	3.43
0.563	716.84	143.16	33.4
0.219	384.21	152.63	26.48
0.121	93.16	57.89	38.01
0.711	342.63	57.89	5.73
0.102	384.21	171.58	38.01
0.245	425.79	152.63	31.1
0.766	301.05	38.95	5.73
0.288	467.37	181.05	19.57
